id,geo_code,macro_region,region,province,municipality,municipal_district,section,neighborhood,sub_neighborhood,name
14218,03092904010400300,03,09,29,04,01,04,003,00,"Batey El Caño"
14219,03092904010400400,03,09,29,04,01,04,004,00,"Batey Antonci"
14220,03092904010400500,03,09,29,04,01,04,005,00,"La Mina"
14221,03092904010400600,03,09,29,04,01,04,006,00,Junquito
14222,03092904010400700,03,09,29,04,01,04,007,00,"La Ceja (Batey La Maya)"
14223,03092904010400800,03,09,29,04,01,04,008,00,"La Pared"
14224,03092904010400900,03,09,29,04,01,04,009,00,"La Vigía (Cajareque)"
14225,03092904010401000,03,09,29,04,01,04,010,00,"Los Jobillos"
14226,03092904010401100,03,09,29,04,01,04,011,00,"Batey Los Jobillos"
14227,03092904010401200,03,09,29,04,01,04,012,00,"La Felícita"
14228,03092904010401300,03,09,29,04,01,04,013,00,"Cuesta del Jobo"
14230,03092904010500100,03,09,29,04,01,05,001,00,Dajao
14231,03092904010500200,03,09,29,04,01,05,002,00,"La Blanca"
14232,03092904010500300,03,09,29,04,01,05,003,00,"Los Almendros"
14233,03092904010500400,03,09,29,04,01,05,004,00,"La Patilla"
14234,03092904010500500,03,09,29,04,01,05,005,00,"El Lobo"
14235,03092904010500600,03,09,29,04,01,05,006,00,"El Mogote"
14236,03092904010500700,03,09,29,04,01,05,007,00,"La Gorreta"
14237,03092904010500800,03,09,29,04,01,05,008,00,"El Caimito"
14239,03092904010600100,03,09,29,04,01,06,001,00,"San Antonio"
14240,03092904010600200,03,09,29,04,01,06,002,00,"La Lambedera"
14241,03092904010600300,03,09,29,04,01,06,003,00,"Los Algarrobos"
14242,03092904010600400,03,09,29,04,01,06,004,00,"La Joya"
14243,03092904010600500,03,09,29,04,01,06,005,00,"Los Bañaderos"
14244,03092904010600600,03,09,29,04,01,06,006,00,"La Parcela"
14245,03092904010600700,03,09,29,04,01,06,007,00,"Loma de Marcelo"
14246,03092904010600800,03,09,29,04,01,06,008,00,"Los Mosquitos"
14247,03092904010600900,03,09,29,04,01,06,009,00,Pantoita
14248,03092904010601000,03,09,29,04,01,06,010,00,"Mayiga Arriba"
14249,03092904010601100,03,09,29,04,01,06,011,00,"Zayas (El Veinte)"
14250,03092904010601200,03,09,29,04,01,06,012,00,Morey
14251,03092904010601300,03,09,29,04,01,06,013,00,"Jagua Abajo"
14252,03092904010601400,03,09,29,04,01,06,014,00,"La Cuaba"
14255,03092904020100100,03,09,29,04,02,01,001,00,"Los Botados"
14260,03092904020100200,03,09,29,04,02,01,002,00,"La Jabilla"
14262,03092904020100300,03,09,29,04,02,01,003,00,"Los Solares o La Caña"
14264,03092904020100400,03,09,29,04,02,01,004,00,"Pueblo Nuevo"
14266,03092904020100500,03,09,29,04,02,01,005,00,"La Palmita Arriba"
14268,03092904020100600,03,09,29,04,02,01,006,00,"La Palmita Abajo"
14271,03092904020200100,03,09,29,04,02,02,001,00,Resolí
14273,03092904020300100,03,09,29,04,02,03,001,00,Camarón
